ospcomp,uspcomp,nchar
Sw  30Sb  20Bw  20Pt  10Bf  10Cw  10, ,36
Cw  30Bf  20Sw  20Mr  10Ab  10Pt  10, ,36
Cw  30Pw  20Sw  20By  10Bf  10Mr  10, ,36
Bw  30Pt  20Mr  20Bf  10Pw  10Sb  10, ,36
Pt  40Pj  20Mr  10Bw  10Sw  10Sb  10, ,36
PO  30Bw  30Mr  10Pj  10Sb  10Bf  10, ,36
Or  40Bw  20Pr  10Pt  10He  10Mr  10, ,36
Pt  50Bf  10Sb  10Sw  10Bw  10Pw  10,Bf  50Sw  20Mr  20Sb  10,36
Mh  30Or  20Pw  20Iw  10Be  10Bw  10, ,36
He  50Bw  10By  10Sb  10Pw  10Pr  10, ,36
Sb  20Bw  20Pw  20Pj  20Pt  10Sw  10,NA,36
Pj  30Bw  20Sb  20Pt  10Mr  10Bf  10, ,36
Pr  30Pw  20Pt  20Bw  10Sw  10Mh  10, ,36
Sw  20Bw  20Mr  20Sb  20Pt  10Bf  10, ,36
Mh  50Be  10Bd  10He  10Cw  10Iw  10, ,36
Mh  30Mr  20Or  20Bd  10PO  10Pw  10,,36
Or  40Mr  20Pw  10Sb  10Bw  10Cb  10,Or 100,36
Bw  30Ab  30Sw  10Pt  10Pw  10Bf  10, ,36
Pj  20Bw  20Bf  20Pw  20Sb  10Pt  10, ,36
Bw  30Pt  20Pw  20Sb  10By  10Bf  10, ,36
Mh  50Bd  10Aw  10Hi  10Or  10Be  10,Mh  50Or  30Pt  10Aw  10,36
Sb  30Pw  20Bw  20Pr  10Sw  10Pt  10,Bf  40Pw  20Sw  20Pt  10Bw  10,36
Pj  30Sb  20Bw  20Sw  10Bf  10Pt  10, ,36
Or  40Pw  20Mh  10Mr  10Pt  10Bw  10, ,36
Pj  20Sb  20Bw  20Pw  20Sw  10Pt  10, ,36
Bw  40Bf  20Pt  10Mr  10Mh  10Sw  10, ,36
Mh  30By  20PO  20Or  10Bf  10Mr  10,,36
Mh  40By  20He  10Be  10Bw  10Pt  10, ,36
Or  30Mh  20Mr  20Ow  10Bf  10Sw  10,,36
Bw  40Mr  20Pt  10Pw  10Bf  10Sw  10,Bf  40Sb  20Bw  20Mr  20,36
Mr  30Mh  20Aw  20Bd  10Sw  10He  10,,36
Bf  20Mr  20Pw  20Ab  20Pt  10Bw  10, ,36
By  30Bw  20Sb  20Pw  10Mh  10Be  10, ,36
By  40Mh  20Cw  20Mr  10Sw  10, ,30
Pw  30Bw  20Pt  20Pr  20Sb  10,NA,30
Bw  40Sw  20Sb  20Bf  10Pt  10, ,30
Bw  30Sb  20Pt  20Bf  20Sw  10, ,30
Sb  30Bw  20Bf  20Pt  20Sw  10, ,30
Cw  50Bf  20Bw  10Sb  10Pt  10, ,30
Sb  30Pt  30Bw  20Pj  10Sw  10,Bw  40Sb  30Bf  20Pw  10,30
Sb  40La  30Bw  10Pb  10Bf  10, ,30
Or  40Pw  20Mh  20Bd  10Mr  10, ,30
Pj  30Pt  20Sb  20Bf  20Bw  10, ,30
Bf  40Sw  30Pb  10Sb  10Bw  10, ,30
Sb  30Bf  30Cw  20Bw  10La  10, ,30
Or  30Pr  20Mr  20Bw  20Bf  10, ,30
He  40Bf  20By  20Mh  10Pw  10, ,30
Cw  40Sb  30Sw  10Bf  10Pt  10, ,30
Bw  50Mr  20Or  10Pw  10Pt  10, ,30
Mh  40Be  20By  20Mr  10He  10, ,30
Pt  30Sw  20Sb  20Pb  20Bw  10,Bf  50Sw  20Sb  10Pt  10Bw  10,30
Bw  40Bf  30Sw  10Sb  10Pt  10, ,30
Bw  40Pt  20Pj  20Sb  10Bf  10, ,30
Pt  60Sb  10Pb  10Bw  10La  10, ,30
Sb  40Pb  20Pt  20Bf  10Sw  10, ,30
Sb  30Pt  20Bw  20Bf  20Pj  10, ,30
Pt  30Bf  20Mr  20Bw  20Ab  10, ,30
Pt  40Sb  30Bf  10Sw  10Pj  10, ,30
Bw  30Pt  30Sw  20Cw  10Bf  10, ,30
Bf  40Sb  20Bw  20Sw  10Pt  10, ,30
By  40Pt  30Mh  10Mr  10Sw  10, ,30
Bf  50Sb  20Bw  10PO  10Sw  10, ,30
Mh  50Or  20Be  10Mr  10Cb  10, ,30
Mh  30Mr  20Sw  20Or  20Pw  10,Pt  70Mh  20Bw  10,30
Pt  30Pj  30Bf  20Sb  10Pw  10, ,30
By  40Sw  20Bf  20Mr  10He  10,By 100,30
By  30Pt  20Cw  20Mr  20Ab  10, ,30
Pj  40Pt  20Bf  20Sb  10Bw  10, ,30
Mh  50Aw  20Ps  10Be  10Hi  10, ,30
Sb  50Bf  20Pt  10Sw  10Bw  10, ,30
Bf  40Bw  20Mr  20PO  10Sw  10, ,30
Pt  30Mr  30Bw  20Bf  10Pw  10, ,30
Pj  50Pt  20Bw  10Sb  10Mr  10, ,30
Sb  30Bw  20Pj  20Bf  20Pt  10, ,30
Bw  40Bf  30Sb  10Sw  10Pt  10, ,30
Pt  40Bw  20Bf  20Sw  10By  10, ,30
Sb  40Cw  30Bf  10Sw  10Bw  10, ,30
Pj  50Sb  20Bw  10Pt  10Bf  10, ,30
Mh  50Mr  20PO  10Pw  10Bf  10,,30
Bw  40Pt  30Pj  10Sb  10Mr  10, ,30
Pt  60Bf  10Bw  10Sw  10La  10, ,30
Bf  40By  20Sb  20Pw  10Mr  10, ,30
Bf  30Pt  30Pj  20Bw  10Sb  10, ,30
Pt  60Sw  10Bw  10Pw  10Bf  10,Bf  40Sb  20Sw  20Bw  10Mr  10,30
Cw  50Pt  20Bw  10Ab  10Bf  10, ,30
Pt  60Bw  10Mh  10Bf  10Sw  10,NA,30
Bf  40Pt  30Pb  10Sw  10Sb  10, ,30
Mh  50Mr  20By  10Sw  10Bw  10, ,30
Mr  40Bw  30Pl  10Pt  10Sw  10, ,30
Pw  50Pr  20Sw  10Bw  10Pt  10,Bw  30Cw  30Or  10Pt  10Mr  10Sw  10,30
Sb  30Pj  20Bw  20Mr  20Sw  10, ,30
Bw  40Sb  20Bf  20Sw  10Pt  10, ,30
Cw  50Sb  20Sw  10Ab  10Pb  10,,30
Sb  40Bw  30Pj  10Sw  10Bf  10, ,30
Mh  50By  20He  10Bf  10Mr  10,Mh 100,30
Mh  50Or  20Mr  10Pt  10Bw  10, ,30
Sb  40La  20Bf  20Sw  10Pj  10, ,30
Bf  40Bw  30Sw  10Pt  10Sb  10, ,30
Pt  50Sb  20Pj  10Pb  10Bw  10, ,30
Pw  50Bw  20Pt  10Bf  10Pj  10, ,30
Bw  50Sb  20Pj  10PO  10Ab  10, ,30
Or  40Mr  20Pj  20Bw  10Sw  10, ,30
Mh  40Or  20Pw  20Ab  10He  10, ,30
Pt  30Bw  30Sb  20Sw  10Pj  10, ,30
Sb  30Cw  30Sw  20Pt  10Bw  10, ,30
Pw  50Pt  20Bw  10Pr  10Mr  10,Pw 100,30
Bw  30Mh  30Mr  20Sw  10Cw  10,Bw  50Mh  30Mr  10Cw  10,30
Pr  50Pt  20Pw  10Bw  10Or  10, ,30
Sb  30Pt  30Pw  20Sw  10Ab  10, ,30
Mh  40By  30Mr  10He  10Pt  10, ,30
Pr  40Pw  30Mr  10Bw  10Sw  10, ,30
Sb  40Pt  30Bf  10Bw  10Sw  10, ,30
Sb  40Bf  30Pj  10Pt  10Bw  10,Sb 100,30
Bw  40Pt  30Sb  10Bf  10Mr  10, ,30
Mh  50Mr  20Be  10Bd  10Pt  10, ,30
He  40Pw  20Bw  20Mh  10Pt  10, ,30
Sb  40Bf  20Bw  20Sw  10Pt  10, ,30
Sb  40Bf  30Ab  10Sw  10Cw  10, ,30
Sw  50Bw  20Pw  10Pt  10La  10, ,30
Sb  40Mr  20Pt  20Sw  10Or  10,NA,30
Pt  30Bw  30By  20Sw  10Bf  10, ,30
Sb  50Pj  20Sw  10Pt  10Bw  10,Pj  40Bw  30Sb  20Bf  10,30
La  40Sb  20Bf  20Bw  10Pt  10, ,30
Sb  40Bw  30Sw  10Pw  10Bf  10, ,30
Pw  30Bf  20Sb  20Bw  20Sw  10, ,30
Sb  30Mr  30Bw  20Bf  10Pt  10, ,30
Pt  30Pb  20Bf  20Sw  20Sb  10, ,30
Sb  30Bf  30Pt  20Pj  10Bw  10, ,30
Pt  30Bw  30Bf  20Sb  10Pj  10, ,30
By  30He  30Sw  20Pw  10Mh  10, ,30
Pt  30Sb  30Pj  20Bf  10Bw  10, ,30
Pt  40Cw  20Bw  20Sb  10Pw  10, ,30
Sb  50Pt  20Bw  10Sw  10Bf  10, ,30
Bf  40Pt  30Sw  10Bw  10Sb  10, ,30
Sb  60Bw  10Pj  10La  10Bf  10, ,30
Pt  40Bw  20Sb  20Pj  10Pr  10, ,30
Mh  40Aw  30Iw  10Bd  10Hi  10, ,30
Pr  30Bw  30Pw  20By  10Pt  10, ,30
Bf  40Sb  30La  10Bw  10Sw  10, ,30
Bw  30Sb  30Pt  20Bf  10Sw  10, ,30
Sb  40Pt  20Sw  20Pb  10Bf  10, ,30
Cw  40Bw  20Pt  20Sw  10Ab  10, ,30
Sw  30Bf  30Bw  20Pb  10Pt  10, ,30
Bw  30Cw  20Sb  20Bf  20Sw  10, ,30
Mr  40Mh  20Bw  20Sw  10By  10, ,30
Pj  40Pt  20Sb  20Bw  10Bf  10, ,30
Sb  40Bw  20Bf  20Cw  10Pj  10, ,30
Bw  40Pt  20Bf  20Sb  10Sw  10, ,30
La  50Sb  20Cw  10Bf  10Bw  10, ,30
Mh  40Mr  30Be  10Or  10Bd  10,Mh 100,30
Sb  40Pj  20Sw  20Bf  10Pt  10,Bf  50Bw  30Sb  10Pt  10,30
Sb  50Pj  20La  10Bw  10Bf  10, ,30
Pt  40Sb  30Bf  10Sw  10Bw  10, ,30
Bw  50Pt  20Mr  10Pj  10Bf  10, ,30
Mr  40Mh  20He  20By  10Be  10, ,30
Bw  50Sb  20Bf  10Cw  10Pt  10, ,30
Sb  50Bw  20Bf  10Pj  10Pt  10, ,30
Sb  40Pt  20Sw  20Bw  10Bf  10,Bf  70Sb  20Bw  10,30
Mh  50By  20Cw  10Sw  10Bw  10,NA,30
Pt  40Pj  20Bf  20Bw  10Sb  10, ,30
Pj  50Mr  20Or  10Sb  10Pw  10, ,30
Cw  30By  20Sw  20Mr  20Sb  10, ,30
Ab  50Pt  20Sw  10Bw  10Mr  10, ,30
Pt  30Pb  20Sb  20Bf  20Bw  10, ,30
He  40By  20Mh  20Be  10Mr  10,,30
Bw  40Pt  20Sb  20Mr  10Sw  10, ,30
Pt  40Pj  20Bw  20Sb  10Mr  10,Pt  50Bf  30Bw  20,30
Sb  30Bw  30Pj  20Pt  10Mr  10, ,30
Sb  30Bf  30Bw  20Pt  10Cw  10, ,30
Sb  50Bf  20La  10Sw  10Pj  10, ,30
Pr  40Sb  20Bw  20Or  10Pw  10, ,30
Pt  40Pj  30Sb  10Bw  10Bf  10, ,30
Pt  50Sb  20Cw  10Bf  10Bw  10, ,30
Sb  30Pt  30Pb  20Sw  10Bf  10, ,30
Pt  40Mr  20Sb  20Bf  10Bw  10, ,30
Sb  40Bw  20Cw  20Bf  10Sw  10, ,30
Sw  40Pw  20Bw  20Bf  10Mh  10, ,30
Cw  40Sb  20Bf  20Ab  10Pw  10,,30
Mr  40Mh  30PO  10Bd  10Be  10,,30
Mh  60Mr  10By  10Be  10Cb  10, ,30
Sb  30Bw  20Bf  20Pt  20Sw  10, ,30
Bw  40Sb  20Bf  20Cw  10La  10,Bw  50Sb  20Bf  20Pt  10,30
Bw  50Ab  20Mr  10Mh  10Cw  10, ,30
Sb  40Bw  20Bf  20Pt  10Pj  10, ,30
Bw  40Mr  20Mh  20Or  10He  10, ,30
Sw  30Pt  20Bw  20Bf  20Sb  10, ,30
Mr  30Mh  20By  20He  20Cw  10,,30
Mr  50Pl  20Bw  10By  10Mh  10,NA,30
Bw  30Pt  20Sb  20Bf  20Pj  10, ,30
Bf  30Pt  20Mr  20Sb  20Bw  10, ,30
Pw  30Bw  30Pr  20Pt  10Sb  10,NA,30
Mh  50By  20Pt  10Sw  10Bf  10, ,30
Sb  50Bf  20Bw  10Pt  10Mr  10, ,30
Sb  30Pb  30Pt  20Bf  10Sw  10, ,30
Pj  50Bf  20Sb  10Pt  10Bw  10, ,30
Pw  40Pt  20Bw  20Sb  10Pr  10, ,30
Pt  30Sb  20Sw  20Pj  20Bf  10, ,30
Mr  30Pw  30Or  20Bw  10Bf  10, ,30
Mh  30Bf  30Bw  20Sw  10By  10,NA,30
Bf  40Sb  30Pj  10Pt  10Cw  10, ,30
Bf  60Bw  10Pt  10Sw  10Sb  10, ,30
Bf  30Pb  20Sb  20Cw  20Pt  10, ,30
Mr  50Pw  20Pt  10Ow  10Iw  10, ,30
Sb  60Pt  10La  10Bf  10Pb  10, ,30
Pt  50Bf  20Sb  10Sw  10Bw  10, ,30
Pt  40Bw  20Sw  20Cw  10Sb  10, ,30
Bf  30Sb  20Bw  20Pt  20Mr  10,NA,30
Mh  50Or  20Mr  10He  10By  10, ,30
Sb  40Bf  20Pj  20Pt  10Bw  10, ,30
Sb  50Pb  20Bf  10Pt  10Sw  10, ,30
Pr  40Pj  20Bw  20Sb  10Pw  10, ,30
Bw  40Mh  20He  20By  10Sb  10, ,30
Sw  30Pt  30Bf  20Sb  10Bw  10, ,30
He  30Bf  30By  20Sw  10Pw  10, ,30
Pt  60Sb  10Bf  10Pj  10Bw  10, ,30
By  50Mr  20Sb  10Ew  10Mh  10, ,30
Mh  40Mr  20By  20Bd  10He  10,,30
Bw  40Mr  30Pw  10By  10Bf  10,NA,30
Sb  40Ab  30Bf  10By  10Cw  10, ,30
Sw  30Pt  20Cw  20Bf  20Bw  10, ,30
Bf  40Pt  30Sb  10Sw  10Bw  10, ,30
Bw  60Bf  10Sb  10Cw  10Sw  10, ,30
PO  40Sb  20Ab  20Pj  10Pw  10, ,30
Sw  30Bw  20By  20Pw  20Mr  10, ,30
Bw  50Sb  20Pt  10Cw  10Bf  10, ,30
Pw  30Bw  30Sb  20Pt  10Cw  10, ,30
Sb  50Bw  20Pr  10Bf  10Sw  10, ,30
Sb  40Pj  20Bw  20Bf  10Pt  10, ,30
By  40Mh  20Sw  20Bf  10Mr  10, ,30
Sw  40Bw  20Bf  20Sb  10Pt  10, ,30
Bw  60Sb  10He  10By  10Cw  10, ,30
Bw  40Sb  20Pt  20Pj  10Sw  10, ,30
Sb  40Bw  30La  10Pt  10Bf  10, ,30
Bf  40Sb  30By  10La  10He  10, ,30
Bw  50Mh  20Pr  10Mr  10Cw  10,,30
Pt  30Pw  20Sb  20Bf  20Mr  10,NA,30
Pt  40Bw  30Sb  10Sw  10Bf  10, ,30
Bf  30Pt  20Sw  20Sb  20Bw  10, ,30
Mr  40Bd  20Mh  20Or  10Bf  10, ,30
Bf  50Bw  20Sw  10Sb  10Pt  10, ,30
Bw  40Bf  30Sb  10Sw  10Cw  10, ,30
Ab  60Bf  10Sb  10Bw  10Cw  10, ,30
Pj  40Pt  30Pl  10Bw  10Sb  10, ,30
Or  50Bw  20Pj  10Sb  10Mh  10,Or 100,30
Sw  30Bw  30Bf  20Sb  10Mr  10, ,30
Pt  40Sb  20Bf  20Pb  10Bw  10, ,30
Sb  40Pr  30Bw  10Mr  10Pw  10, ,30
Sb  50Pw  20Sw  10Bw  10Cw  10, ,30
Bw  40Or  20Mh  20Mr  10Pw  10, ,30
Sb  50Pt  20La  10Bw  10Bf  10, ,30
Mh  40By  20He  20Mr  10Cw  10, ,30
Sb  40Bf  20Bw  20Pw  10Mr  10, ,30
Bf  40Sb  30Sw  10Pt  10La  10, ,30
Bw  40Sb  20Bf  20Sw  10Cw  10, ,30
Sb  40Bf  30Pj  10Sw  10Pt  10, ,30
Sb  40Bw  30Sw  10Pt  10Cw  10, ,30
Sb  30Bw  30Bf  20Sw  10Pb  10, ,30
Pt  50Sb  20Bw  10Bf  10Pj  10, ,30
Pj  30Pt  30Bw  20Sb  10Bf  10, ,30
Sb  30Bw  30Mr  20Pw  10Pj  10, ,30
Pt  40Bw  30Mr  10Bf  10Sb  10, ,30
Sb  30Bf  20Bw  20Sw  20Pt  10, ,30
Pt  60Pj  10Bf  10Sb  10Bw  10, ,30
Sb  30Pj  20Pt  20Bf  20Pw  10, ,30
Bw  30Sb  30Bf  20Pt  10Sw  10, ,30
Pt  30Pj  20Bw  20Sb  20Cw  10, ,30
Mh  30Mr  20By  20Sw  20Cw  10, ,30
Pt  40Pw  20Pr  20Pl  10Bw  10,Pt 100,30
Pt  30Sb  30Bw  20Bf  10Pb  10, ,30
Sb  40Bf  20Pb  20Bw  10La  10, ,30
Pj  50Sb  20Pt  10Bf  10Cw  10, ,30
Pj  60Bw  10Sb  10Bf  10Pt  10, ,30
Pw  40Mr  20Pt  20Bw  10Mh  10, ,30
Sb  60Pt  10Bf  10Bw  10Pj  10, ,30
Bf  40Bw  20Sw  20Pt  10Cw  10, ,30
Sb  40Bw  20Bf  20Pj  10Pt  10, ,30
Sb  60Bf  10Sw  10Pt  10Bw  10, ,30
Ps  50Sw  20Mh  10Pw  10Bf  10, ,30
Sb  40Pj  20Bw  20La  10Pt  10, ,30
Pt  30Pj  30Sb  20Bw  10Bf  10, ,30
Bw  40Mr  20Bf  20Sb  10Sw  10, ,30
Bw  30Sb  30Pj  20Pr  10Mr  10, ,30
Cw  40Sb  20Bw  20Bf  10Sw  10, ,30
Sb  50Bw  20Pt  10Pw  10Pr  10, ,30
Pt  30Bw  30Bf  20Sw  10Sb  10,,30
Bw  30Pw  30Pt  20Mr  10Sw  10, ,30
PO  40Mr  20Bf  20By  10Mh  10,,30
Pt  40Sb  20Cw  20Sw  10Ab  10, ,30
Pj  50Pt  20Pw  10Bf  10Pr  10, ,30
Sb  40Cw  30Bf  10Bw  10Pt  10,NA,30
Sb  40Bf  30Cw  10Bw  10Pt  10, ,30
Mh  50He  20Be  10By  10Bf  10,Mh 100,30
Or  60PO  10Mr  10Pr  10Ow  10,,30
Pl  40Bw  30Bf  10Pw  10Pr  10, ,30
Mh  40Mr  30Bd  10PO  10Bf  10,,30
Sb  30Bf  20Bw  20Pt  20La  10, ,30
Pj  30Sb  30Pt  20Bf  10La  10, ,30
Sb  30Bf  20Bw  20Mr  20Pt  10, ,30
Sb  30Pt  20Bf  20Bw  20Sw  10, ,30
Pt  40Bw  30Ab  10Sb  10Mr  10, ,30
Or  50Pt  20Bf  10Sb  10Mr  10, ,30
Pt  40Ab  20Bf  20Bw  10Sb  10, ,30
By  30Cw  20Sb  20Pw  20Mh  10, ,30
Bw  50Pw  20Sb  10Pt  10Mr  10, ,30
Pj  50PO  20Sb  10Bf  10CE  10, ,30
Cw  50Bf  20Bw  10Sb  10Pj  10, ,30
Pt  40Pb  20Bw  20Sw  10Sb  10, ,30
Mh  50By  20He  10Sb  10Sw  10,Mh 100,30
Mh  50By  20Pw  10Be  10Mr  10, ,30
Mh  50By  20Mr  10Sw  10Bw  10,Mh 100,30
Pj  40Pt  30Bw  10Bf  10Sb  10, ,30
Sb  40Pt  20Pj  20Bf  10Sw  10, ,30
Mh  40By  30Sw  10Bw  10Mr  10, ,30
Pw  60Mr  10Pt  10Or  10He  10, ,30
Mr  50Bw  20Bf  10Mh  10Pt  10, ,30
Or  40Pw  30Sb  10Bw  10Mr  10, ,30
Pt  40Bw  20Pj  20Sw  10Bf  10, ,30
Or  60Pw  10Sw  10Pt  10Mr  10, ,30
Mh  60Pl  10By  10Mr  10Sw  10, ,30
Mr  50Mh  20Or  10Bd  10Bw  10, ,30
Sb  40Pj  30La  10Bf  10Pt  10, ,30
Bw  50Bf  20Sb  10Sw  10Pt  10, ,30
Sb  50Bw  20Pj  10Pt  10Bf  10, ,30
Pt  50Mh  20Bf  10By  10Mr  10, ,30
Sb  40Pj  20Bw  20Sw  10Bf  10, ,30
Ab  30Pb  20Bw  20Sb  20Bf  10, ,30
Mh  50By  20Mr  10Pt  10Aw  10, ,30
Bf  30Mr  20Sb  20Pt  20Bw  10,NA,30
Sb  40Bw  20Pj  20Bf  10La  10, ,30
Pj  40Sb  30Pt  10Bw  10Bf  10, ,30
Mh  50By  20Mr  10Aw  10He  10,,30
Pt  40Bw  20Ab  20Bf  10Sw  10, ,30
Pr  30Pw  20Or  20Bw  20Sb  10, ,30
Mh  40By  20Bw  20Sw  10Mr  10, ,30
Bw  50Sb  20Bf  10Pt  10Sw  10,Pt  80Bw  10Bf  10,30
Sb  50Bw  20Pj  10Bf  10Pt  10, ,30
Pj  50Sb  20Pt  10Bf  10Sw  10, ,30
Cw  40Mh  20By  20Sw  10Bw  10, ,30
Pw  40Pr  20Bw  20Sw  10Pt  10, ,30
Sb  50Bw  20Pt  10La  10Bf  10, ,30
Mh  50Or  20Bd  10Pt  10Aw  10, ,30
Sb  40Bf  20Pt  20Bw  10Sw  10, ,30
Mh  50Mr  20Or  10He  10By  10, ,30
He  30Or  30By  20Bw  10Mr  10, ,30
Sb  60Mr  10Bw  10Pw  10Cw  10, ,30
Pt  50Bw  20Sb  10Sw  10Pw  10, ,30
Bw  40Pw  20Sw  20Pt  10Mr  10, ,30
Mh  50Mr  20By  10He  10Be  10, ,30
Pt  30Bf  20Bw  20Sw  20Mr  10, ,30
Bf  40Ab  30Mr  10By  10Sw  10, ,30
Pt  50Ab  20Sb  10Bf  10Pb  10, ,30
Sb  50Bw  20PO  10Pj  10La  10, ,30
Pt  40Bf  30Bw  10Sw  10Pw  10, ,30
Pt  50Bf  20Pb  10Bw  10Sb  10, ,30
By  50Mh  20Bf  10Sb  10Mr  10, ,30
Bw  30Sb  30Mr  20Sw  10Pw  10, ,30
Pt  40Sb  20Pj  20Bw  10Pw  10,Sb  30Mr  30Bw  20Bf  20,30
Bf  30Sb  20Cw  20Bw  20Pb  10, ,30
PO  40Mr  20Sb  20Bw  10Ab  10, ,30
Bw  30Sb  30Ab  20By  10Bf  10, ,30
Bw  50Pt  20Sb  10Bf  10Sw  10, ,30
Bf  30Bw  30Sb  20Pt  10Mr  10, ,30
Pj  50Pt  20Sw  10Sb  10Bw  10, ,30
Bw  30Sb  30Pr  20Pw  10Bf  10, ,30
Bw  40Mr  30Pr  10Or  10Pw  10,NA,30
Sb  50Pj  20Bw  10Pt  10La  10, ,30
Bf  50Sb  20Pt  10Sw  10Bw  10, ,30
Pw  50Sb  20Bw  10Pr  10Cw  10, ,30
Sb  40Pb  20Pt  20Bw  10Bf  10,Sb  50Cw  20La  20Pt  10,30
Pj  30Sb  30Bw  20Pt  10Sw  10, ,30
Pt  40Sb  30La  10Bf  10Bw  10, ,30
Sb  50Sw  20Ab  10By  10Bf  10, ,30
Ab  60Pt  10Mr  10Bw  10Sb  10,NA,30
Sb  50Sw  20Bf  10Pt  10Bw  10, ,30
Bw  40Sb  20Sw  20Bf  10Cw  10, ,30
Pl  40Mr  20Mh  20Or  10Pt  10,NA,30
Bf  30Bw  20Sw  20Pt  20Mr  10,NA,30
Pw  40Sw  20By  20Bf  10Bw  10,Pw 100,30
Sb  40Cw  20La  20Pj  10Bw  10, ,30
Pt  40Pw  30Ps  10Or  10Mr  10, ,30
Pt  40Pl  30Mh  10Pw  10Bw  10,Pt 100,30
He  40By  30Bf  10Mh  10Mr  10,He 100,30
Pw  30Sw  30Bw  20Pt  10Sb  10, ,30
Mh  40Mr  30By  10Cb  10Aw  10, ,30
Sb  50Bf  20Bw  10Pt  10La  10,NA,30
Sb  50Sw  20Bf  10Bw  10Pt  10, ,30
Pw  50Pt  20Pr  10Bw  10Mr  10,Pw  40Pr  40Bw  20,30
Bw  30Pj  20Pt  20Bf  20Sb  10, ,30
Pt  40Cw  20Bw  20Sb  10Sw  10, ,30
Sb  30Ms  20Pt  20Pl  20Pj  10, ,30
Pt  40Sb  30Pj  10La  10Bw  10, ,30
Pt  40Pj  30Bf  10Sb  10Mr  10, ,30
Bw  40Pj  30Pw  10Sb  10Pt  10,NA,30
Pj  50Bw  20Pt  10Pr  10Or  10, ,30
Bw  40Bf  20Pt  20Cw  10Ab  10, ,30
Sb  60Pt  10Pb  10Ab  10Bf  10, ,30
Pr  50Pw  20Pt  10Bw  10Sb  10, ,30
Bf  40Bw  30Sb  10Sw  10Pj  10, ,30
Sw  40Sb  30Bw  10Pt  10Bf  10,Sb  60Sw  20Bw  10Bf  10,30
Bw  40Mr  20Bf  20Sb  10By  10, ,30
Bw  40Mr  30Pt  10Aw  10Ew  10, ,30
Bf  30Pt  20Pj  20Bw  20Sb  10, ,30
Pt  40Pj  20Bw  20Sb  10Sw  10, ,30
By  40Mr  20Be  20Bf  10PO  10, ,30
Pj  60Pt  10Bf  10Sb  10Bw  10, ,30
Mr  30Bw  30By  20Pt  10Mh  10, ,30
Pw  40Sb  20Pt  20Pj  10Sw  10,Bf  50Sb  20Pt  10Bw  10Mr  10,30
Bf  40Pt  20Bw  20Sb  10Pj  10, ,30
Sb  40Pt  20Bf  20Pj  10Pw  10, ,30
Mr  40Mh  20Pt  20Bw  10Bf  10,Pt  60Mh  20Mr  20,30
Or  40Pw  30Bw  10Sw  10Mr  10, ,30
Pt  50Bf  20Bw  10Sb  10Pj  10, ,30
Pt  50Bf  20Cw  10Sw  10Bw  10, ,30
Bw  40Sb  20Mr  20Pw  10Bf  10, ,30
Pt  40Sw  20Bw  20Cw  10Bf  10, ,30
Pr  30Pw  20Pj  20PO  20Sb  10, ,30
Pt  50By  20Pw  10Sb  10Pl  10, ,30
Sb  50Pj  20Bw  10Sw  10Bf  10, ,30
Pt  30Sb  20Bf  20Bw  20Sw  10, ,30
PO  60Pj  10Bw  10CE  10Pw  10,Bf  40PO  20Sb  20Bw  20,30
Pw  30By  20Pr  20Sb  20Bf  10,NA,30
Sb  50Bw  20Pt  10Bf  10Sw  10, ,30
Sb  40Bf  20Bw  20Pj  10Pt  10, ,30
Pj  40Bw  30Sb  10Pt  10Bf  10, ,30
Pw  30Pt  20Bw  20Bf  20Sb  10, ,30
Sb  40Bf  20PO  20Bw  10Pw  10, ,30
Pt  30Bw  30Sb  20Bf  10Pj  10,Bf  60Sb  30Bw  10,30
Mh  30Mr  30Bd  20PO  10Aw  10,,30
Sb  50Bf  20Pj  10La  10Pt  10, ,30
Mh  30By  30Sw  20He  10Mr  10,Mh 100,30
Pt  40Bw  30Mh  10Mr  10Sw  10, ,30
Pt  40Ab  30Sw  10Pw  10Bf  10, ,30
Pr  50Aw  20Pt  10Mr  10Sw  10, ,30
Sb  40Sw  20Bf  20Cw  10Bw  10, ,30
Pw  40Mr  20Pj  20Pr  10Or  10, ,30
Bw  40Sb  30Bf  10Sw  10Cw  10,Bf  40Bw  30Sb  30,30
Bw  30Sb  20Pr  20Pw  20Pt  10, ,30
Pt  60Sb  10Pl  10Bw  10Pw  10, ,30
Sb  30Pj  30Bf  20Pt  10Bw  10, ,30
Pl  40Pt  30Bw  10Sb  10Bf  10, ,30
Pt  30Bf  30Cw  20Mh  10Bw  10, ,30
Pj  50Pt  20Sb  10Bf  10Bw  10, ,30
Pt  40Bf  20Sb  20Mr  10Bw  10,NA,30
Sb  30Bf  30Pt  20Bw  10Pj  10, ,30
Pt  30Bw  30Sb  20Bf  10Pj  10, ,30
Bw  50Mr  20Sb  10Pj  10Pt  10, ,30
Sb  40Bw  20La  20Bf  10Pt  10, ,30
Cw  30Bw  30Sw  20Mr  10Bf  10, ,30
Pt  50Bf  20La  10Bw  10Ab  10, ,30
Ab  50Pt  20Pb  10Sb  10Bw  10, ,30
Bf  40Sw  20Sb  20Bw  10Pt  10, ,30
Bw  50Cw  20Sw  10Sb  10Pt  10,NA,30
Sb  40Pt  30Pj  10Bf  10Bw  10, ,30
Bw  50Bf  20Pj  10Pt  10Sb  10, ,30
Bw  30Mr  30Pt  20Pw  10Pj  10,NA,30
