ospcomp,uspcomp,nchar
Sb  40Bw  40Bf  10Sw  10, ,24
Mh  70Be  10By  10Aw  10,,24
Pt  40Bw  30Sb  20Bf  10,Pt  80Bw  10Bf  10,24
Pt  50Bw  30Bf  10Pb  10, ,24
Bw  50Cw  30Sw  10Mh  10, ,24
Sb  70Bw  10Pt  10Pj  10, ,24
Sb  50Bf  20La  20Pt  10, ,24
Mh  40By  40Sw  10Bf  10, ,24
Pt  50Pb  20Bw  20Sb  10, ,24
PO  40Pw  30Mr  20Or  10,,24
Bw  50Pt  30Sb  10Bf  10, ,24
Sb  40Pj  30Pt  20Bw  10, ,24
Pt  70Sb  10Sw  10Bf  10, ,24
Pr  40Pw  30Sb  20Bw  10, ,24
Pj  50Sb  30Bw  10Bf  10, ,24
Sb  60Pt  20Bw  10Bf  10, ,24
Sb  60Bf  20Pw  10Sw  10,NA,24
Pt  50Bw  20Sw  20Bf  10, ,24
Sb  50Bw  20Pj  20La  10, ,24
Pj  60Bw  20Sb  10Pt  10, ,24
Sb  50Pt  20Pj  20Bf  10, ,24
Bw  40Mh  40Pt  10Sw  10, ,24
Sb  30Cw  30La  30Bw  10, ,24
Sb  70Pj  10Bw  10La  10, ,24
Mh  40Sw  20Bw  20Bf  20, ,24
PO  60Mr  20Pw  10Sw  10,,24
Pj  60Sb  20Bw  10Bf  10, ,24
Pt  40Sb  30Bf  20Pj  10, ,24
Sb  40Pj  30Pt  20Sw  10, ,24
Mh  60Mr  20By  10Bw  10,Bw  50Mh  30Mr  10Pt  10,24
Sb  40Pj  30Bw  20Bf  10, ,24
Pt  40Bw  20Bf  20Sb  20, ,24
Pw  60Sb  20Bw  10Mr  10,NA,24
Pt  40Sb  30Bw  20Bf  10, ,24
Mh  30Sw  30By  30Sb  10, ,24
Pj  60Sb  20Pt  10Bw  10,Pj  70Mr  20Bw  10,24
Or  30Bw  30Mr  20Mh  20,NA,24
Bw  40Pt  40Bf  10Sw  10, ,24
Cw  60Sb  20Bf  10La  10, ,24
Sb  60Bf  20Sw  10Pt  10, ,24
Pj  40Bw  30Sb  20Pt  10, ,24
Pj  60Pt  20Bw  10Sb  10, ,24
Sb  40Pj  30Pt  20Bw  10, ,24
Or  60Mr  20PO  10Be  10,,24
Pj  40Pt  30Sb  20Bf  10, ,24
Pj  60Pt  20Mr  10Sb  10,NA,24
Sb  70Bw  10La  10Pt  10, ,24
Sb  40Bw  30Pt  20Bf  10, ,24
PO  60Bw  20Sb  10Sw  10,,24
Bf  30Bw  30Sw  20Pt  20, ,24
Bw  70Sw  10Bf  10Pt  10, ,24
Cw  40Sb  30La  20Ab  10, ,24
Cw  50Sb  30La  10Bf  10, ,24
Pt  70Sb  10Pj  10Bf  10, ,24
Sb  40Pb  20La  20Bw  20, ,24
Sb  50Bf  30Pt  10Bw  10, ,24
Sb  50Cw  20La  20Bf  10,Sb  60La  20Bf  10Cw  10,24
Pt  30Bw  30Pb  30Sw  10, ,24
Pl  40Mr  20Bw  20Sw  20, ,24
Pw  60Mr  20Sb  10Pt  10,NA,24
Pt  50Sb  30Pb  10Bf  10,Pt  70Pb  20Bf  10,24
Mh  50By  30Sw  10Mr  10, ,24
Mh  60Or  20Bd  10Be  10, ,24
Pj  30Bw  30Sb  20Pt  20, ,24
Bw  40Pt  30Pj  20Bf  10,NA,24
Pt  40Bw  20Sb  20Bf  20, ,24
Mh  50Mr  30Bd  10Bw  10,,24
Pt  70Bw  10Pj  10Sb  10, ,24
Cw  60Sb  20Bf  10La  10, ,24
Pj  50Bw  20Sb  20Sw  10, ,24
Sb  60Pt  20La  10Sw  10, ,24
Pt  30Sw  30Bw  20Sb  20,Bf  80Bw  10Sb  10,24
Sb  40La  30Bf  20Bw  10, ,24
Bw  40Pt  20Sb  20Bf  20,Pt  40Bw  30Bf  30,24
Sb  40Pj  30Pt  20Bw  10, ,24
Pt  50Bw  20Sb  20Bf  10, ,24
Bf  70Sb  10Pt  10Sw  10, ,24
Pj  60Sb  20Bw  10Bf  10, ,24
Pj  70Bw  10Sb  10Pt  10, ,24
Mh  60By  20Be  10Bw  10, ,24
Sb  70Pb  10Cw  10Bf  10, ,24
Sb  70Pt  10Bf  10Bw  10, ,24
Mh  60Bw  20Mr  10Pt  10,Mh 100,24
Cw  40Sb  20Bf  20Bw  20, ,24
Cw  50Sw  30PO  10Mr  10,,24
Pj  60Sw  20Bf  10Pt  10, ,24
Sb  50Bw  20Bf  20Pt  10, ,24
Bw  60Bf  20Sb  10Pt  10, ,24
Pt  50Bw  20Sb  20Sw  10, ,24
Sb  50Bw  20Bf  20Cw  10, ,24
By  40Bf  30Sw  20Mh  10,By 100,24
Sb  60Pt  20Pj  10La  10, ,24
Cw  60Pt  20Or  10Bw  10, ,24
Mh  40Mr  20He  20By  20, ,24
Sb  40Bw  30Bf  20Pt  10, ,24
Cw  60Sb  20Pw  10Bw  10,NA,24
Sb  60Pt  20Cw  10Bf  10, ,24
Mh  60Cb  20Mr  10Bf  10,Mh 100,24
Mh  60By  20Mr  10Bw  10, ,24
Pt  60Bw  20Pw  10Bf  10, ,24
Pt  40Bw  40Sw  10Bf  10, ,24
Pj  70Bw  10Mr  10Sb  10, ,24
Cw  50Sb  30La  10Bf  10, ,24
Sb  40Pj  30La  20Pt  10, ,24
Sb  50Sw  20Bf  20Bw  10, ,24
Pt  60Bw  20Pl  10Pj  10, ,24
Pt  60Sb  20Bw  10Bf  10, ,24
Pt  60Sb  20Pj  10Bw  10, ,24
Bw  60Pj  20Sb  10Pt  10, ,24
Pt  70Sb  10Pj  10Bw  10, ,24
Pt  60Pj  20Bw  10Sb  10, ,24
Sb  60Pt  20Bf  10Sw  10,Pt  50Sb  20Bf  20Bw  10,24
Pj  70Pt  10Sb  10Bw  10, ,24
Pj  50Pt  30Bw  10Sb  10, ,24
Pt  50Bw  30Bf  10Sb  10, ,24
Sb  70Bf  10Pt  10Bw  10, ,24
Pj  40Bw  30Sb  20Pr  10, ,24
Mh  60By  20Mr  10Bf  10,Mh 100,24
Pt  30Pj  30Bw  30Bf  10, ,24
Sb  60Bw  20Pt  10Bf  10,Bf  60Sb  30Bw  10,24
Pj  60Bw  20Pt  10Sb  10, ,24
Sb  70Bw  10Bf  10Pt  10, ,24
Or  60Pw  20Bf  10Pr  10, ,24
Pt  40Bw  30Pj  20Bf  10,NA,24
Mh  50He  20By  20Mr  10, ,24
Bw  40Sb  30Pt  20La  10, ,24
Sb  60Cw  20Sw  10Bf  10, ,24
Pj  60Bw  20Sb  10Pt  10,NA,24
Bw  60Sw  20By  10Pt  10, ,24
Sb  70Pt  10Bw  10Bf  10, ,24
Mh  50He  20By  20Mr  10,Mh 100,24
Bw  70Sw  10Sb  10Pt  10, ,24
Sb  30Pt  30Bf  20Bw  20, ,24
Sb  60Bw  20Cw  10La  10, ,24
Pj  50PO  20Bw  20Sb  10, ,24
Pj  70Bw  10Sb  10Pt  10, ,24
Sb  50Pj  20Bw  20Cw  10, ,24
Sb  50Cw  20La  20Bw  10, ,24
PO  60Pj  20Sb  10Bw  10, ,24
Bw  60Bf  20Sw  10Pt  10, ,24
Pj  60Sb  20Pt  10Bf  10, ,24
Pj  40Sb  30Pt  20Bw  10, ,24
Sw  40Bw  30Bf  20Mr  10, ,24
Bw  50Sb  20Bf  20Sw  10, ,24
Sb  50Bw  20Pt  20Cw  10, ,24
Sb  40Bw  30Pj  20Pt  10, ,24
Bw  40Sw  30Bf  20Pr  10, ,24
Sb  60Pj  20Pr  10Pw  10,Sb  70Bw  20Mr  10,24
Sb  40Pt  30Bf  20Bw  10, ,24
Bw  60Bf  20Pw  10Mr  10, ,24
Pt  50Sb  20Bf  20Bw  10, ,24
Sb  60Pt  20Pj  10Bw  10, ,24
Pt  70Pj  10Bf  10Sb  10, ,24
Sb  50Pj  20Bf  20Sw  10, ,24
Pw  40Or  30He  20Mr  10, ,24
Sb  50Bw  30Sw  10Pt  10, ,24
Sb  60Pj  20Bw  10Bf  10, ,24
Pt  60Sb  20Sw  10Bw  10, ,24
Pw  40Pr  30Bf  20Bw  10,Pt 100,24
Pt  70Sb  10Bw  10Sw  10,Pt  60Sb  20Bw  10Bf  10,24
Pt  60Ab  20Sb  10Cw  10, ,24
Pt  60Sb  20Pj  10Bw  10, ,24
Mh  50Sw  20By  20Sb  10,Mh  70Mr  20Bf  10,24
Pt  50Sb  20Bw  20Sw  10,Bf  50Sb  30Bw  10Pt  10,24
Pj  40Sb  30Pt  20Bw  10, ,24
Bw  50Sb  20Pt  20Bf  10, ,24
Sb  40Pj  30Bw  20Pt  10, ,24
Pj  50Pt  30Sb  10Bw  10, ,24
Pt  40Bw  40Cw  10Bf  10, ,24
Ab  60Bw  20Sb  10PO  10, ,24
By  40Mh  30Mr  20Bw  10, ,24
Sb  40Pt  30Bw  20Pj  10, ,24
Mh  60Bw  20By  10PO  10, ,24
Pr  30Pt  30Sb  30Pj  10,Bf  60Mr  20Sb  10Bw  10,24
Ab  70Pt  10Sw  10Mh  10, ,24
Bw  50Sb  30Bf  10Sw  10, ,24
Pt  50Sb  20Bf  20La  10, ,24
Pj  50Sb  30Pt  10Bf  10, ,24
Sb  50Pt  30Bf  10La  10, ,24
Pj  70La  10Pt  10Sb  10, ,24
Sb  50Bf  20Bw  20Pt  10, ,24
Pj  60La  20Sb  10Sw  10, ,24
Mr  30Bf  30Bw  20Sb  20, ,24
Sb  70Pj  10Sw  10Bf  10, ,24
Bw  40Pt  20Pj  20Sb  20, ,24
Mr  60Mh  20Bw  10Be  10, ,24
Pj  60Pt  20Bw  10Sb  10, ,24
Pt  60Pj  20Bw  10Sb  10, ,24
Sb  30Pj  30Bw  30Pt  10, ,24
Pt  40Bf  30Bw  20Sw  10, ,24
Sb  50Pt  30Pj  10Bw  10, ,24
Sw  40Sb  30Pt  20Cw  10,Bw  40Pt  20Bf  20Sb  10Sw  10,24
Pj  40Sb  30Pt  20Bw  10, ,24
Sw  30Pt  30Bf  20Bw  20, ,24
Bw  40Pt  30Ab  20Sw  10, ,24
Sb  60Cw  20Bf  10Sw  10, ,24
Sw  50Pt  20Bw  20Pw  10,Sb  40Ab  30Mr  10Cw  10Bf  10,24
Pt  50Sb  30Bf  10Bw  10, ,24
Sb  40Bw  30Bf  20Pj  10, ,24
Sb  50La  20Sw  20Bw  10, ,24
Mr  40Mh  30He  20By  10, ,24
Sb  70Pj  10Pt  10Bf  10, ,24
Sw  70Pt  10Sb  10Bw  10, ,24
Mh  60Mr  20Pt  10Or  10, ,24
Bw  70Sb  10Pj  10Bf  10, ,24
Pw  40Pt  30Bf  20Pr  10, ,24
Bw  40Pt  30Sw  20Bf  10, ,24
Bw  30Bf  30Pt  20Sb  20,Bf  50Bw  30Pt  20,24
Pj  50Sb  30Bw  10Pt  10, ,24
Bw  60Mr  20Sw  10Sb  10, ,24
Sb  60Pt  20Bf  10Bw  10, ,24
Mh  50Mr  30Cb  10By  10, ,24
Bw  40Pt  30Sw  20Bf  10, ,24
Pt  30Sb  30Sw  20La  20, ,24
Mh  70Be  10By  10Sw  10,Mh 100,24
Bw  40Pt  30Sw  20Sb  10, ,24
Pj  50Pt  30Sw  10Bw  10, ,24
Sb  50Bw  30Bf  10Pt  10, ,24
Sb  50Bw  30Bf  10Sw  10, ,24
Pj  40Mr  30Bw  20Sb  10,NA,24
Bw  50Sb  20Mr  20Pw  10, ,24
Pt  60Sw  20Bf  10Bw  10, ,24
Pt  40Sw  30Sb  20Bf  10,Sb  60Bw  20Bf  20,24
Bw  40Sb  30Bf  20Pt  10, ,24
Pb  50Sb  30Sw  10Pt  10,Bf  70Sb  10Sw  10Cw  10,24
Bw  50Sb  20Pt  20Bf  10, ,24
Pt  40Sb  30Pj  20Sw  10,Sb  60Bf  30Bw  10,24
Pj  60Sb  20Bw  10Pt  10, ,24
Sb  50Bw  30Pt  10Cw  10, ,24
Sw  30Bw  30Cw  20Bf  20, ,24
Pt  40Sb  30Pj  20Bf  10, ,24
Bw  60Pt  20Sb  10Pb  10, ,24
Sb  60Bw  20Cw  10Sw  10, ,24
Mr  50Aw  20Ab  20Ew  10, ,24
Bw  60Sw  20Bf  10Mr  10, ,24
Sw  40Sb  20Pt  20Bw  20, ,24
Pl  70Bw  10Mr  10Or  10, ,24
Pt  30Sb  30Bf  20La  20, ,24
Sb  70Bw  10Bf  10Sw  10,NA,24
Pt  70Sw  10Bf  10Bw  10, ,24
Mh  40Mr  30Bw  20Bd  10, ,24
Sb  60Bf  20Bw  10La  10, ,24
Sb  40Pt  20Bf  20Bw  20, ,24
Pt  60Bw  20Sb  10Bf  10, ,24
Pt  60Pj  20Sb  10Bw  10, ,24
Pj  40PO  20Sb  20Bw  20, ,24
Pj  60Pt  20Sb  10Bf  10, ,24
Pj  60Sb  20Pt  10Bw  10, ,24
Mh  60Mr  20By  10Sw  10, ,24
Pj  50Sb  30Pt  10Bw  10, ,24
Bw  50Mh  20Mr  20Pt  10, ,24
Pt  60Sb  20Bf  10Bw  10,Bf  40Bw  30Sb  20Pt  10,24
Pt  40Bf  30Sw  20Sb  10, ,24
Bw  70Sw  10Mr  10Bf  10, ,24
Sb  50Pj  20Pt  20Bf  10, ,24
Sb  50Bw  30Bf  10Sw  10, ,24
Sb  60La  20Bf  10Bw  10, ,24
Sb  50Bw  20Pj  20Bf  10, ,24
Sb  60Bf  20Pj  10Pt  10,Sb  50Bf  30Pj  10Sw  10,24
Mh  50Aw  20Mr  20Bd  10,,24
Pj  60Pt  20Sb  10Bf  10, ,24
Pt  60Pj  20Sb  10Bw  10, ,24
Bf  50Sw  30Pt  10Bw  10, ,24
Pt  60Bw  20Bf  10Pj  10, ,24
Sb  70Pt  10Pj  10Bf  10, ,24
Sb  70Pt  10La  10Bf  10, ,24
Sb  50Bf  20La  20Bw  10, ,24
Bw  40Bf  40Pt  10Sw  10, ,24
Mh  60Be  20Bd  10Pt  10, ,24
Bw  70Bf  10Sw  10Cw  10, ,24
Sb  70La  10Pt  10Bf  10, ,24
Bw  40Sb  40Pt  10Bf  10, ,24
Pj  60Sb  20Pt  10Bw  10, ,24
Pj  70Pt  10Sb  10Pr  10, ,24
Pt  50Bw  30Sb  10Pj  10, ,24
Bf  40Sb  30Pt  20Bw  10, ,24
Cw  40Sb  30Mr  20Bw  10, ,24
Bw  50Pj  20Bf  20Pt  10, ,24
Pt  60Bw  20Sb  10Bf  10, ,24
Pj  70Bw  10Sb  10Bf  10, ,24
Sb  50La  30Pj  10Pt  10, ,24
Pt  70Sb  10Bf  10Bw  10, ,24
Pt  50Sb  20Bf  20Bw  10, ,24
Sb  60Sw  20Pt  10Bf  10,Bf  60Cw  20Sb  10Sw  10,24
Pj  40Pt  20Bw  20Sb  20, ,24
Pj  70Sb  10Bw  10Bf  10, ,24
Bw  50Pt  20Sb  20Pj  10, ,24
Sb  50La  30Pt  10Bw  10, ,24
Ab  70Sw  10Ew  10Be  10, ,24
Pt  60Sb  20Bw  10Pj  10, ,24
Bw  70Bf  10Sw  10Mr  10, ,24
Bw  40Bf  30Pt  20Sw  10, ,24
Pt  40Sb  30Sw  20Bw  10,Bf  40Pt  40Sb  10Sw  10,24
Pt  40Sb  30Pj  20Bf  10,Bf  60Sb  30Bw  10,24
Sb  70Bw  10Sw  10Bf  10, ,24
Pt  50Sb  30Pj  10Bf  10, ,24
Sb  40Pj  30Pt  20Bw  10, ,24
Bw  40Pt  30Pj  20Sb  10, ,24
Pj  40Sb  30Bw  20Mr  10, ,24
Pt  40Bw  30Bf  20Mr  10, ,24
Sb  50Pj  20Bw  20La  10, ,24
Pj  50Pt  20Bw  20Pr  10, ,24
Sb  50Pj  30Bw  10Pt  10, ,24
Mh  60Mr  20PO  10Aw  10,,24
Sb  40Bw  30Bf  20Pt  10, ,24
Sb  60Pt  20Pj  10Bw  10, ,24
Sb  50Bf  30Bw  10La  10, ,24
Mh  40Mr  30By  20Sw  10, ,24
Bf  60Pt  20Sb  10Sw  10, ,24
Pt  50Sb  20Bw  20Sw  10, ,24
Pj  70Sb  10Pt  10Bw  10, ,24
Pt  50Bw  20Mr  20Sw  10, ,24
Pw  60Bw  20Pr  10Or  10, ,24
Pj  60Sb  20Bf  10Pt  10, ,24
Pt  40Sb  40Pj  10Bw  10, ,24
Pt  50Bw  30Sw  10Bf  10, ,24
Mr  40Bw  30Sb  20Pw  10, ,24
Pj  60Pt  20Sb  10Bw  10, ,24
Pj  40PO  30Sb  20Bw  10, ,24
Pj  40Pt  30Sb  20Bw  10, ,24
Pj  60Pt  20Sb  10Bf  10, ,24
Sb  40Pj  30Pt  20Bw  10, ,24
Bf  50Pt  20Bw  20Sb  10, ,24
Pj  40Sb  30Pt  20Sw  10, ,24
Mh  40Aw  40Bd  10He  10,,24
Sb  60Bw  20Pt  10Bf  10, ,24
Mh  60By  20Pw  10Mr  10, ,24
Sb  50Bw  30Bf  10Pt  10, ,24
Bw  50Bf  20Sb  20Pt  10, ,24
Pw  60Pt  20Sb  10Bw  10, ,24
Pw  50Pt  30Mh  10Pr  10, ,24
PO  60Ab  20Sb  10Bw  10, ,24
By  40Mh  30Sw  20He  10, ,24
Bw  40Sb  30Sw  20Bf  10, ,24
Bw  40Sb  30Pt  20Pj  10, ,24
Sb  60Bf  20Pt  10La  10, ,24
Pt  50Pr  30Pw  10Pj  10,Bw  50Cw  30Mr  10Bf  10,24
Pt  60Bw  20Sb  10Bf  10, ,24
Bw  40Sb  30Ab  20Cw  10,Bw  50Sb  30Pt  10Bf  10,24
Bw  50Sb  30Sw  10Bf  10, ,24
Or  50Pw  20Mr  20Pr  10, ,24
Sb  40Pj  30Pw  20Bw  10, ,24
Sb  40Pj  30Pw  20Pt  10, ,24
Sb  40Bf  20Pb  20Pt  20, ,24
Pt  70Bf  10Pb  10Sb  10, ,24
Sb  50La  20Bf  20CE  10, ,24
Bw  50Sw  30Sb  10Bf  10,Mh  50Bw  20Bf  20Mr  10,24
Pj  40Sb  40Bw  10Pt  10, ,24
Sb  60Bf  20Cw  10Pw  10, ,24
By  40He  30Mh  20Bw  10, ,24
Bw  40Sb  30Bf  20Pt  10, ,24
Cw  40Bw  20Sb  20Bf  20, ,24
Pj  50Sb  30Pt  10Bw  10, ,24
Pt  50Pj  20Bw  20Sb  10, ,24
Pj  50Bw  30Sb  10Bf  10, ,24
Pb  50Bw  20Pt  20Bf  10, ,24
Bf  40Pb  20Pt  20Sb  20, ,24
Sb  60La  20Pt  10Pj  10, ,24
Pt  40Sb  30Bw  20Bf  10,Sb  60Bf  40,24
Sb  40Pt  20Bw  20Bf  20, ,24
Pj  50Pt  20Sb  20Mr  10, ,24
Sb  60Pt  20Pj  10Bf  10, ,24
Cw  40Sb  40Ab  10La  10, ,24
Bw  40Pj  30Mr  20Pt  10, ,24
Cw  40He  40Bw  10Bf  10,Cw 100,24
He  70Mh  10By  10Or  10,,24
Pt  40Mr  30Bw  20Sb  10,NA,24
Cw  70Bw  10Sb  10Pt  10, ,24
Bw  30Pt  30Bf  20Sb  20, ,24
Sb  50Bw  30Sw  10Bf  10,Bf  40Sb  30Bw  30,24
Bw  50Sb  20Mr  20Bf  10, ,24
Sb  60Sw  20Bf  10By  10, ,24
Pt  50Bw  20Sw  20Sb  10, ,24
Sb  40Pj  30Pt  20Bf  10, ,24
Pj  40Sb  30Bw  20Pt  10, ,24
Pj  60Bw  20Pt  10Sb  10, ,24
Pt  40Bw  20Pj  20Bf  20, ,24
Pt  50Bw  30Mr  10Bf  10,Pt  50Bw  30Pj  10Bf  10,24
Pj  50Bw  20Sb  20Pt  10, ,24
Pj  60Pt  20Sb  10Bw  10, ,24
Pt  50Bw  20Sb  20Pj  10, ,24
Pj  50La  20Sb  20Pt  10, ,24
Bw  30Sb  30Pj  20Bf  20, ,24
Bf  40Bw  30Sw  20Pt  10, ,24
Sb  60Pw  20Bw  10Bf  10, ,24
Pj  50PO  30Sb  10CE  10, ,24
Pt  70Sb  10Bw  10Pb  10, ,24
Pt  60Sb  20Bw  10Bf  10, ,24
Sb  50Bw  20Bf  20Pt  10,NA,24
Pt  50Sb  20Pb  20Bf  10, ,24
Pr  60Bw  20Pt  10Bf  10, ,24
He  60Or  20Mr  10By  10,,24
Pj  50Bw  30Pt  10Sb  10, ,24
Sb  40Pt  30Bw  20Pj  10, ,24
Bw  60Sb  20Pj  10Bf  10, ,24
Sb  60Bw  20Pt  10Pj  10, ,24
Pt  60Sb  20Bw  10Bf  10, ,24
Bw  60Sb  20Pt  10Sw  10, ,24
Pw  60Pt  20Bw  10Mh  10,Pt  40Bw  30Pw  10Sb  10Bf  10,24
Pj  60Bw  20Pt  10Sb  10, ,24
Pt  60Sb  20Bw  10Bf  10, ,24
Bw  40Sw  30Mr  20Bf  10, ,24
Pw  60Pr  20Mr  10Bw  10, ,24
Sb  50La  20Pj  20Bf  10, ,24
Pt  70Sw  10Bw  10Ab  10, ,24
Pj  40Sb  30Pt  20Pb  10, ,24
Bw  40Sb  30Pt  20Pj  10, ,24
Sw  40Pt  40Mr  10Bw  10,Bw  40Sb  30Sw  20Pt  10,24
Bw  50Pt  20Sb  20Bf  10, ,24
Bw  60Sb  20Pj  10Mr  10, ,24
Pt  40Bw  30Bf  20Sw  10, ,24
Or  40Bw  20Pt  20Mr  20, ,24
Bw  40Cw  30Sb  20Pw  10, ,24
Ab  50Sb  30Cw  10Bw  10, ,24
Mr  50Pw  20Sb  20Bw  10, ,24
Bw  40Sw  30Sb  20Bf  10, ,24
Sb  60Bf  20La  10Pj  10, ,24
Sb  50Bf  30La  10Sw  10, ,24
Sw  50Bf  30Pt  10Sb  10,Bf  70Pt  20Sw  10,24
Sb  50Bf  20Pt  20La  10, ,24
Pj  50Sb  20Bf  20Pt  10, ,24
Pj  40Bw  20Sw  20Sb  20, ,24
Sb  70La  10Pj  10Bw  10, ,24
Pj  50Sb  20Bw  20Pt  10, ,24
He  70Mr  10Sw  10By  10, ,24
Sb  50Pj  30Cw  10Bw  10,Bf  70Bw  30,24
Pj  50Pt  30Bw  10Sb  10, ,24
Pt  30Bf  30Bw  20Sb  20, ,24
Pt  40Or  20Mr  20Bw  20, ,24
Pt  50Bw  30Pj  10Sb  10, ,24
Mr  50Or  30Mh  10Bw  10, ,24
Pj  60Pt  20Sb  10Bw  10, ,24
Sb  60Pj  20Sw  10Bw  10, ,24
Pt  50Bw  20Sb  20Pj  10, ,24
Pt  40Ab  30Bw  20Sb  10,Bw  40Bf  30Pt  20Sb  10,24
Bw  60Cw  20Bf  10Pt  10, ,24
Pj  60Sb  20Pt  10Bw  10, ,24
Sb  60Pt  20Bw  10Sw  10, ,24
Sb  70Sw  10Bw  10Bf  10, ,24
Sb  50La  30Bw  10Cw  10, ,24
Pw  60Pb  20Pt  10Sb  10,Sb  70Sw  10Bf  10Bw  10,24
Pt  50Bw  20Bf  20Sw  10, ,24
Bw  40Sb  30Bf  20La  10, ,24
Mh  70He  10By  10Sw  10,Mh 100,24
Bw  40Pj  30Sb  20Pt  10, ,24
Sb  40Pt  20Pj  20Sw  20, ,24
Pl  40Bf  30Pt  20Mr  10, ,24
Sb  40Bw  30La  20Bf  10, ,24
Sb  50Pj  30Bw  10Pt  10,Sb  50Bf  20Pt  20Bw  10,24
Bw  40Sb  20Sw  20Pt  20, ,24
Sb  50Bf  20Bw  20Sw  10, ,24
Sb  60By  20Cw  10Sw  10, ,24
Sb  50La  30Cw  10Bf  10,La  80Sb  20,24
Cw  40Sb  30Bw  20Ab  10, ,24
Sb  60Bf  20Pt  10Pj  10, ,24
Sb  50Pj  30Pt  10Bw  10,Sb  70Bw  20Pj  10,24
Sb  60Bf  20Bw  10La  10, ,24
Mh  50Bw  30Pt  10Sw  10,Pt  70Bw  20Bf  10,24
Pt  60Bw  20Sw  10Pw  10, ,24
Sb  40Sw  30Pt  20Bw  10, ,24
Sb  60La  20Pt  10Bf  10, ,24
Pj  50Bw  20Sb  20PO  10, ,24
Bf  60Sb  20Pt  10Bw  10, ,24
Pt  50Bw  20Pj  20Sb  10, ,24
Pj  50Sb  30Bf  10Bw  10, ,24
Pj  40Sb  30Bf  20PO  10, ,24
Pt  60Bf  20Sw  10Sb  10, ,24
Bw  50Cw  20Bf  20Sb  10, ,24
Bw  60Bf  20Cw  10Mr  10, ,24
Bf  40Bw  30Sw  20Pt  10, ,24
Pt  70Bf  10Sw  10Mr  10,Pt 100,24
Pt  40Sb  30Bf  20La  10, ,24
Pt  40Mr  30Or  20Bw  10, ,24
Pj  60Pt  20Bw  10Sb  10, ,24
Pj  70Sb  10Bw  10Pt  10, ,24
Sb  70Sw  10Bw  10Bf  10, ,24
Pj  50Bf  20Bw  20Sb  10,NA,24
CE  50Pt  30Mr  10Bw  10, ,24
Sb  50Cw  20Bw  20Sw  10, ,24
Bw  50Pt  20Sb  20Bf  10,Sb  60Bw  30Bf  10,24
Sb  40Pt  30Bw  20Bf  10, ,24
Sb  60Bf  20Bw  10Pb  10, ,24
Sb  50Bw  30Bf  10Pt  10, ,24
Sb  50Bw  30Pt  10Pj  10, ,24
Pt  60Sb  20Sw  10Bw  10, ,24
Pj  50Pw  30Pt  10Or  10, ,24
Pt  60Bf  20Sb  10Bw  10, ,24
Bw  50Sb  30Sw  10Bf  10, ,24
Pj  50Pt  20Sb  20Bw  10, ,24
Cw  60Sw  20Bw  10Mr  10, ,24
Mh  60Mr  20By  10He  10, ,24
Sb  50Pt  30Bf  10Bw  10, ,24
Sb  70Bf  10Bw  10Pb  10, ,24
Pj  50Pt  30Sb  10Cw  10, ,24
Ab  60Sb  20Cw  10Bw  10, ,24
Pj  50Pt  20Bf  20Bw  10, ,24
Sb  40Pj  30Bf  20Bw  10, ,24
Sb  40La  30Bw  20Pj  10, ,24
Pt  60Sb  20Bf  10Bw  10, ,24
Bw  40Sb  30Pt  20Bf  10, ,24
Pt  50Bw  30Sb  10Bf  10, ,24
Cw  60Pt  20Sw  10Pb  10, ,24
Mr  60Mh  20Sw  10Bf  10, ,24
Mh  60By  20Mr  10Sw  10, ,24
Pj  50Sb  30Bw  10La  10, ,24
Pt  60Bw  20Pj  10Sw  10, ,24
Pt  50Sb  30Bw  10Bf  10, ,24
Sb  70Bf  10Bw  10Cw  10, ,24
Sb  60Pt  20Bw  10Bf  10, ,24
Pj  50Bw  20Pt  20Sb  10, ,24
Pt  60Bw  20Bf  10Sb  10, ,24
Sb  60Bf  20Pt  10Bw  10, ,24
Sb  60Pj  20Bw  10Bf  10, ,24
Sb  40Pt  30Bf  20Bw  10, ,24
Sb  40Bw  20Sw  20Bf  20, ,24
Sb  60Sw  20Bf  10Bw  10, ,24
Sb  40Bw  30Bf  20Pj  10, ,24
Ps  60Pr  20Sb  10Bw  10, ,24
Pw  50Or  30Mr  10Pr  10, ,24
Bf  50Sb  20Sw  20Pt  10, ,24
Sb  60Bw  20Pt  10Sw  10, ,24
Pw  70Or  10Mh  10Sw  10, ,24
Bw  40Sb  30Pt  20Bf  10, ,24
Sb  60La  20Bf  10Cw  10, ,24
Pt  50Sb  30Bw  10Bf  10, ,24
Sb  60Bw  20Bf  10Sw  10, ,24
Pt  70Sb  10La  10Pj  10,La  70Bf  20Sb  10,24
Pj  60Sb  20Pt  10Bw  10, ,24
Mh  50By  30Cw  10Bf  10, ,24
Sb  60La  20Cw  20, ,18
Mr  50Pt  30Sb  20, ,18
Sb  70Bf  20Bw  10, ,18
Pt  70Bw  20Sb  10,Sb  50Bw  30Bf  20,18
Pt  80Pj  10Sw  10, ,18
Sb  60Bw  20Bf  20, ,18
Mh  60Cw  20Bw  20,NA,18
Pt  70Pj  20Sb  10, ,18
By  60Mh  30Or  10,NA,18
Sb  50Bw  30Bf  20, ,18
Sb  60Bw  20Bf  20, ,18
Pt  70Pj  20Sb  10, ,18
